id,name,account_root_id/id,tax_code_root_id/id,bank_account_view_id/id,property_account_receivable/id,property_account_payable/id,property_account_expense/id,property_account_income/id,property_account_expense_categ/id,property_account_income_categ/id
ecosoft_account_chart,Thailand - Chart of Accounts for ECOSOFT,ecosoft_account_0,tc_root,ecosoft_account_11130,ecosoft_account_11310,ecosoft_account_21110,ecosoft_account_51000,ecosoft_account_41100,ecosoft_account_62510,ecosoft_account_41200
